Período;Região;Instituição;Localização Geográfica;Médicos S/ Internos;Médicos Internos;Enfermeiros;Técnicos Superiores de Saúde;Farmacêuticos;Técnicos de Diagnóstico e Terapêutica;Assistentes Técnicos;Assistentes Operacionais;Técnicos Superiores;Informáticos;Outros;Total Geral
2020-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;91;62;238;6;;60;63;161;19;3;7;710
2020-05;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;180;120;604;13;;118;143;465;28;5;16;1692
2020-05;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;21;;73;2;;20;29;56;14;3;5;223
2020-05;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;89;;102;90;58;125;5;66;546
2020-05;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;29;;73;20;;132;79;76;43;9;9;470
2020-05;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;68;8;44;167
2020-06;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2010;848;2918;149;;204;2127;853;421;26;38;9594
2020-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;251;153;874;23;;137;166;541;37;9;10;2201
2020-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;300;161;738;11;;130;222;580;40;10;18;2210
2020-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;347;223;973;19;;185;223;572;35;7;22;2606
2020-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;120;89;440;11;;99;157;319;61;10;9;1315
2020-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;6;;41;2;;10;21;32;7;1;3;123
2020-06;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;40;24;173;14;;9;31;153;15;2;6;467
2020-06;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;152;53;294;28;;106;116;271;31;5;11;1067
2020-06;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;261;112;579;32;;205;242;416;95;11;32;1985
2020-06;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;14;15;21;2;7;59
2020-07;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;270;81;467;34;;116;364;230;121;11;12;1706
2020-07;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;588;351;1306;34;;252;304;950;67;16;25;3893
2020-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;451;296;1664;37;;329;507;1092;116;21;32;4545
2020-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;390;284;1068;42;;249;283;773;60;9;34;3192
2020-07;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;14;3;6;1;49;73
2020-07;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;10;;188;;;;83;8;79;10;1057;1435
2020-07;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;68;8;44;167
2020-07;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;62;3;150;17;45;277
2020-07;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;410;185;1001;35;;128;390;582;67;13;17;2828
2020-07;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;88;48;397;5;;92;170;232;26;4;13;1075
2020-07;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;195;105;696;21;;131;259;481;62;14;10;1974
2020-08;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;20;34
2020-08;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;112;40;231;15;;41;191;88;70;9;12;809
2020-08;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;178;113;691;14;;162;178;471;35;8;23;1873
2020-08;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;295;168;721;17;;142;182;693;40;10;11;2279
2020-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;562;379;1480;42;;347;415;1013;72;11;33;4354
2020-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;160;82;805;25;;180;193;599;58;12;20;2134
2020-08;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;117;37;281;9;;34;83;172;30;4;8;775
2020-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;300;157;745;11;;131;222;580;40;10;18;2214
2020-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;343;214;974;20;;188;241;571;35;9;23;2618
2020-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1040;591;2740;74;;672;758;1958;132;26;59;8050
2020-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;7;;43;2;;15;20;35;7;1;3;133
2020-08;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;40;25;173;14;;9;31;152;15;2;6;467
2020-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;390;280;1072;43;;249;287;785;60;9;33;3208
2020-08;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;10;;187;;;;81;8;80;10;1057;1433
2020-08;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;62;3;153;17;44;279
2020-08;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;210;98;750;27;;146;231;601;45;11;28;2147
2020-08;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;88;48;397;6;;92;172;232;27;4;13;1079
2020-08;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;147;55;584;7;;123;242;398;41;9;25;1631
2020-09;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;20;34
2020-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;556;376;1539;42;;345;415;1030;72;12;33;4420
2020-09;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;587;346;1327;34;;252;304;986;66;16;25;3943
2020-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;275;141;790;21;;121;148;443;21;4;23;1987
2020-09;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;170;97;633;13;;146;213;453;30;8;24;1787
2020-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;119;86;445;11;;102;158;319;60;10;9;1319
2020-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;830;622;2033;74;;497;613;1542;174;24;67;6476
2020-09;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;919;575;2449;57;;373;411;1364;160;22;48;6378
2020-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1033;584;2762;74;;674;755;1958;133;26;59;8058
2020-09;Serviços Centrais;Direção-Geral da Saúde;;14;;12;2;;2;26;10;47;2;13;128
2020-09;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;7;;43;1;;15;20;35;7;1;3;132
2020-09;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;;;;;9;;2;68;6;226;2;30;343
2020-09;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;14;3;6;1;48;72
2020-09;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;27;;73;20;;135;80;84;47;9;9;484
2020-09;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;210;98;756;27;;145;231;602;47;11;27;2154
2020-09;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;146;55;586;7;;123;250;394;40;9;25;1635
2020-10;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;3;;;;32;6;108;3;25;178
2020-10;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;924;560;2475;57;;375;417;1381;161;22;48;6420
2020-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1044;564;2746;74;;674;757;1969;134;26;59;8047
2020-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;8;;43;1;;15;20;35;8;1;3;134
2020-10;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;500;284;1069;17;;176;245;783;90;6;11;3181
2020-10;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;171;112;612;13;;122;148;472;30;7;17;1704
2020-10;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;20;;59;2;;20;28;47;15;3;5;199
2020-10;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;28;6;24;1;;10;20;10;9;1;6;115
2020-10;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;426;178;1004;35;;131;400;621;68;13;17;2893
2020-10;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;456;225;950;22;;163;309;456;61;11;30;2683
2020-11;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;23;37
2020-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;168;75;822;25;;188;198;638;58;12;19;2203
2020-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;310;144;789;11;;146;234;609;40;10;17;2310
2020-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;363;198;1000;21;;191;243;581;33;9;23;2662
2020-11;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;290;157;807;14;;126;151;409;45;7;20;2026
2020-11;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;511;277;1074;17;;179;253;785;91;6;11;3204
2020-11;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;40;21;174;14;;9;32;156;15;2;7;470
2020-11;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;309;91;740;61;;196;206;529;67;13;28;2240
2020-11;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;150;62;627;30;;138;265;455;45;15;24;1811
2020-11;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;223;92;786;27;;144;234;615;47;12;28;2208
2020-12;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;24;38
2020-12;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;3;;;;32;6;112;3;26;183
2020-12;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;309;153;764;17;;145;192;739;40;10;11;2380
2020-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;585;348;1583;42;;361;421;1092;72;12;33;4549
2020-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;366;196;1011;21;;190;246;587;33;9;23;2682
2020-12;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;14;9;72;1;;29;18;93;16;2;3;257
2020-12;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;22;;58;2;;20;29;47;16;3;5;202
2020-12;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;;;;;9;;2;67;6;247;2;31;364
2020-12;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;156;66;529;19;;100;177;345;27;11;8;1438
2020-12;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;476;215;996;22;;167;319;481;60;11;33;2780
2021-01;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2185;886;2830;150;9;346;2250;740;414;33;41;9884
2021-01;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;1040;458;1383;59;9;151;1065;441;223;17;21;4867
2021-01;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;190;118;708;5;10;164;176;502;34;8;23;1938
2021-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;850;730;2027;25;48;520;621;1564;183;24;68;6660
2021-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;467;364;1722;5;33;368;533;1168;129;20;37;4846
2021-01;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;40;25;173;11;3;9;32;156;15;2;6;472
2021-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;92;59;250;1;5;63;64;161;20;3;7;725
2021-01;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;59;30;101;92;62;128;4;65;552
2021-01;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;66;8;43;164
2021-01;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;63;3;151;16;41;274
2021-01;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;157;78;527;9;10;100;175;353;27;11;7;1454
2021-02;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;312;169;766;10;7;143;192;739;41;10;11;2400
2021-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;264;161;927;12;10;148;173;570;39;10;8;2322
2021-02;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;175;123;665;4;9;148;219;494;31;8;26;1902
2021-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;120;39;303;1;8;50;84;190;32;4;7;838
2021-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;126;92;471;;11;103;155;343;59;10;9;1379
2021-02;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;857;716;2030;25;48;522;624;1578;184;24;68;6676
2021-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;469;358;1738;5;33;370;534;1241;130;20;37;4935
2021-02;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;208;128;607;;6;154;167;442;46;6;29;1793
2021-02;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;;;;;;9;2;67;6;250;2;31;367
2021-02;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;264;121;589;11;20;208;263;444;101;11;31;2063
2021-02;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;218;105;800;16;11;145;238;671;48;12;27;2291
2021-03;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2114;825;3152;140;3;246;2267;959;505;27;38;10276
2021-03;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;310;169;760;10;7;142;191;733;41;10;11;2384
2021-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;592;412;1585;12;30;373;422;1175;79;12;32;4724
2021-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;265;153;837;3;11;172;231;744;45;7;22;2490
2021-03;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;334;211;1167;16;14;216;255;753;46;17;11;3040
2021-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1013;704;3294;49;60;533;714;2072;159;27;58;8683
2021-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;854;710;2034;25;48;524;627;1595;189;24;69;6699
2021-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;8;;43;;1;14;20;36;8;1;3;134
2021-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;92;59;258;1;5;62;64;166;20;3;7;737
2021-03;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;22;;62;;2;20;35;51;16;3;5;216
2021-03;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;14;3;5;1;46;69
2021-03;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;12;;190;;;;88;7;78;9;1008;1392
2021-03;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;32;;92;11;11;136;83;90;44;9;7;515
2021-03;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;158;51;299;18;10;107;119;282;33;4;10;1091
2021-03;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;14;15;22;1;7;59
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;147;68;628;21;9;142;266;466;47;16;24;1834
2021-03;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;205;111;735;12;9;140;261;487;62;14;10;2046
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;159;50;592;1;6;124;256;399;44;9;25;1665
2021-04;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;27;41
2021-04;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;607;352;1451;18;18;255;316;1057;67;16;26;4183
2021-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;287;142;823;11;9;124;151;481;23;4;23;2078
2021-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;171;61;457;4;8;82;104;306;14;3;17;1227
2021-04;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;985;596;2530;17;40;383;422;1396;162;22;48;6601
2021-04;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;208;125;608;;6;157;167;438;45;6;29;1789
2021-04;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;14;3;5;1;45;68
2021-04;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;159;51;299;18;10;108;119;282;33;4;10;1093
2021-05;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;26;40
2021-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;300;81;511;30;3;145;389;201;135;11;13;1819
2021-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;782;491;1623;30;36;326;419;1047;110;17;33;4914
2021-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1086;647;2789;23;51;689;767;2069;135;26;60;8342
2021-05;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;41;25;169;11;3;9;32;158;16;2;6;472
2021-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;90;59;261;1;5;61;61;163;20;3;7;731
2021-05;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;77;41;244;2;3;33;51;164;15;3;5;638
2021-05;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;13;15;23;1;7;59
2021-05;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;152;75;538;9;10;104;173;347;28;10;9;1455
2021-05;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;99;47;412;5;1;99;176;265;31;5;11;1151
2021-05;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;154;51;592;1;6;128;255;407;44;9;25;1672
2021-06;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;192;103;705;5;10;171;177;520;33;8;22;1946
2021-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;263;146;839;3;10;172;231;743;44;7;22;2480
